column_name,mean,std,min,max,missing_count
Air Temperature,12.600545199234807,10.444932080157145,-29.78,37.6,75
Wet Bulb Temperature,10.257292444532947,9.41130484241183,-28.9,28.4,76105
Humidity,68.02156875708829,15.626333641887774,0.0,100.0,0
Rain Intensity,0.15882577454738553,1.7929220246413318,0.0,183.6,76105
Interval Rain,0.14223453544019896,1.0961033358778365,-0.9,63.42,0
Total Rain,141.38292179021258,190.3568281640426,0.0,1056.1,76105
Precipitation Type,4.272373508571049,15.598410993627692,0.0,70.0,76105
Wind Direction,140.74324990972755,122.0387997197991,0.0,359.0,0
Wind Speed,2.9187400509594306,5.337806638023072,0.0,999.9,0
Maximum Wind Speed,3.554967018771583,5.95161547077228,0.0,999.9,0
Barometric Pressure,994.3131961869086,10.02769990554142,0.0,3098.5,146
Solar Radiation,112.23500333118035,842.1454636222144,-100000.0,1277.0,0
Heading,282.0641293705713,142.70491623829093,0.0,359.0,76105
Battery Life,13.163800495354149,1.544687087284366,0.0,15.3,0
